steam_id_number,game_title,release_month,release_year,release_price,lowest_estimated_owners_number,highest_estimated_owners_number,average_estimated_owners_number,developer,publisher
3775,学院英雄梦 HeroDreamOfSchool,January,2019,0.99,"20,000","20,000","20,000","AIRLOCK, TWAIRGROUP DVP",TWAIRGROUP STUDIO
3776,누가 그녀를 죽였나,May,2019,2.99,"20,000","20,000","20,000",Day7 Inc.,Day7 Inc.
3777,For Inco,October,2019,1.99,"20,000","20,000","20,000",MoonlightGames,MoonlightGames
3778,Survived,October,2019,3.99,"20,000","20,000","20,000",OnionStudio,OnionStudio
3779,WildIsland,January,2020,2.99,"20,000","20,000","20,000",teeth,teeth
3780,Escaping maze,October,2020,18.99,"20,000","20,000","20,000",头号玩家,头号玩家
3781,神启神落,February,2021,1.99,"20,000","50,000","35,000",RestfulSense,RestfulSense
3782,Temple with traps,September,2021,9.99,"20,000","20,000","20,000",Hede Games,Hede Games
3783,SweetBed,March,2019,0.99,"20,000","20,000","20,000",FunshipTech,FunshipTech
3784,ADM 2(WHEN WORLDS COLLIDE),June,2019,9.99,"20,000","20,000","20,000",SMARTOLIVEGAMES LTD,HandMade Games
3785,HEDE Game Engine,June,2020,9.99,"50,000","100,000","75,000",Hede Games,Hede Games
3786,Fortune's Tavern - Remastered,August,2017,5.99,"20,000","20,000","20,000",Trevor Jones,Trevor Jones
3787,Stage 3: Azaria,March,2018,14.99,"20,000","20,000","20,000",Unforgiven,Unforgiven
3788,The Psychiatrist: Major Depression,May,2019,5.99,"20,000","20,000","20,000",Demir Leylek,Demir Leylek
3789,武儒绘卷 - 天地奇缘,September,2022,0.99,"20,000","20,000","20,000",武儒小生,武儒小生
3790,VRange,June,2019,8.99,"20,000","20,000","20,000",CFG,CFG
3791,zombie variant,February,2020,0.99,"20,000","20,000","20,000",jinx,jinx
3792,★Fallalypse ★ Disconnect ❄,May,2019,9.99,"20,000","20,000","20,000","Hede, Fallalypse studio",Hede
3793,Heroes in the Sky-Origin,January,2019,2.99,"20,000","20,000","20,000",GameUS Inc,GameUS Inc
3794,Fringes of the Empire,November,2015,0.79,"20,000","20,000","20,000",Lost Astronaut Studios,Self-Published
3795,The Voice in the Void,August,2017,6.99,"20,000","20,000","20,000",Griffin Snow,Griffin Snow
3796,Empty Handed,October,2017,2.5,"20,000","20,000","20,000",Stay Awake Games,Stay Awake Games
3797,The Final Days: Eternal Night,August,2017,5.99,"20,000","20,000","20,000",Kipsaim(Mike) Delgado,Kipsaim(Mike) Delgado
3798,Salvation in Corruption,November,2017,0.99,"20,000","20,000","20,000",Blak Iron Studios,Blak Iron Studios
3799,抓雞遊戲 Catch Chicken Games,December,2017,3.99,"20,000","20,000","20,000",遊戲人,遊戲人
3800,Army of Tentacles: (Not) A Cthulhu Dating Sim: Black GOAT of the Woods Edition,January,2018,10.99,"20,000","20,000","20,000",Stegalosaurus Game Development,Stegalosaurus Game Development
3801,Lowpoly Hero,January,2018,4.99,"20,000","20,000","20,000","Know Such Luck, LLC","Know Such Luck, LLC"
3802,Sector 452,March,2018,14.99,"20,000","20,000","20,000",Joseph Lee,Joseph Lee
3803,Radiant Melodia,February,2018,6.99,"20,000","20,000","20,000",TopazShrine,TopazShrine
3804,Hidden Life,March,2018,0.99,"20,000","20,000","20,000",Taotie Industries,Taotie Industries
3805,Outsider Strategist～異世界で軍師になる～,March,2018,18.99,"20,000","20,000","20,000",askot,askot
3806,Space Duty,March,2018,4.99,"20,000","20,000","20,000",cybercritics,cybercritics
3807,Internal Storm,March,2018,2.99,"20,000","50,000","35,000",CaveBrave,CaveBrave
3808,Neon Spaceboard,August,2018,6.99,"20,000","20,000","20,000",Federico Jimenez,Browith
3809,Green Blood,June,2018,9.9,"20,000","20,000","20,000",AJJA,AJJA
3810,AngeliaLost,June,2018,7.99,"20,000","20,000","20,000",CangGu,CangGu
3811,Sealer Assist,January,2020,9.99,"20,000","20,000","20,000","Miro (Dane) Amato, James Sabatier, Chris (Chveer)",Miro (Dane) Amato
3812,Destiny of Altrais,October,2018,2.99,"20,000","20,000","20,000",MAGES,MAGES
3813,ATMOTECH EPISODE PRAELUDIUM,October,2018,17.99,"20,000","20,000","20,000",ATMODEPTH,ATMODEPTH
3814,Slay The Dragon,August,2018,2.99,"20,000","20,000","20,000",ByteErrsLots Games,ByteErrsLots Games
3815,Quirky Crystal RPG,February,2019,0.55,"20,000","20,000","20,000",Brewsterland Studios,Brewsterland Studios
3816,Hordiaz,December,2018,2.99,"20,000","20,000","20,000",Crazy Forge Studio,Crazy Forge Studio
3817,Lolly Pang VR,October,2018,7.49,"20,000","20,000","20,000",WISECAT,WISECAT
3818,The Adventures of Team Australia,October,2018,3.99,"20,000","20,000","20,000",Ed Smith,Ed Smith
3819,Antox vs. Free Radicals,November,2018,0.99,"20,000","20,000","20,000",Greenlynx,Greenlynx
3820,Daedalic Complex,November,2018,0.99,"20,000","50,000","35,000",STDIO_934,STDIO_934
3821,Sword of Rapier,November,2018,4.99,"20,000","20,000","20,000",vDog,vDog
3822,Ultimate Legends,December,2018,1.99,"20,000","20,000","20,000",TheoNeo Games,TheoNeo Games
3823,Snakelike,January,2019,9.99,"20,000","20,000","20,000",Placate The Cattin Productions,Placate The Cattin Productions
3824,Decisions,August,2019,0.99,"20,000","20,000","20,000",Sevo Tech,Sevo Tech
3825,PsyOps Solutions,January,2019,5.99,"20,000","20,000","20,000",Jordan Rott,Jordan Rott
3826,Zero spring episode 3,January,2019,1.98,"20,000","20,000","20,000",Sonic-Alpha,NS
3827,M.C.I. Escapes,February,2019,5.99,"20,000","20,000","20,000",KFA-Games,KFA-Games
3828,Tactics: Age of Affliction,December,2019,0,"20,000","20,000","20,000",The World Outside,The World Outside
3829,Sin; Vengeance,February,2019,4.99,"20,000","20,000","20,000",Spaced Toad Studio,Spaced Toad Studio
3830,Goblin Quest: Escape!,February,2019,4.99,"20,000","20,000","20,000",BotBite Industries,BotBite Industries
3831,Robot Female Hero 1,March,2019,0.99,"20,000","20,000","20,000",Rocket Tech,Rocket Tech
3832,Battle of the Boros,March,2019,9.99,"20,000","20,000","20,000",Andrew Heymann,Andrew Heymann
3833,Way of the Orb,March,2020,5,"20,000","20,000","20,000",Brimstone Brothers Inc.,Brimstone Brothers Inc.
3834,Multiple Views Objects 多视体,April,2019,1.99,"20,000","50,000","35,000",LANGYA,LANGYA
3835,Wolfgate,May,2019,2.99,"20,000","50,000","35,000",Giancarlo Alberto Gutierrez,Giancarlo Alberto Gutierrez
3836,Noodle Jump,April,2019,7.99,"20,000","20,000","20,000",Toastar Virtual Entertainment,Toastar Virtual Entertainment
3837,The Legion: FringeBound,May,2019,4.99,"20,000","20,000","20,000",Henry Gagnon,Henry Gagnon
3838,Sky Realm: Essences,May,2019,4.99,"20,000","20,000","20,000",Empyrean Art,Empyrean Art
3839,虚幻深渊 The Illusory abyss,May,2019,0.99,"50,000","100,000","75,000",BZKG Games,BZKG Games
3840,Project ONe プロジェクト・ワン ～ハロルドはつらいよ～,May,2019,1.99,"20,000","50,000","35,000",Hellshake Yano,Hellshake Yano.
3841,Kaos,May,2019,9.99,"20,000","20,000","20,000",Konundrum Interactive,Konundrum Interactive
3842,Realmstone,July,2019,14.99,"20,000","20,000","20,000",Ravendeer,Ravendeer
3843,Dino Lost,August,2021,4.99,"20,000","20,000","20,000",Supernova Game Studio,Supernova Game Studio
3844,Zoological Era II,August,2019,14.99,"20,000","20,000","20,000",Jareed Dempsey,Jareed Dempsey
3845,Nigel: The Minuscule Adventure,August,2019,0.99,"20,000","50,000","35,000",Samwise Austin,Nigel Productions
3846,Luna Sanctus,August,2019,4.99,"20,000","20,000","20,000",Kamo Studio,Kamo Studio
3847,Summer Knights,July,2019,4.99,"20,000","20,000","20,000","Robablo Comics, Tyler Hueffmeier",Robablo Comics
3848,The Last Promise,October,2019,2.99,"20,000","20,000","20,000",Undermax Games,Undermax Games
3849,Princess and Knight,September,2019,4.99,"20,000","20,000","20,000",TSICGAMES,TSICGAMES
3850,Fadó: Chapter One,October,2019,8.99,"20,000","20,000","20,000",Fionn Keeley,Fionn Keeley
3851,Xenrai,December,2021,23.99,"20,000","20,000","20,000",Zenith Edge Studios,Zenith Edge Studios
3852,Death To The Dragon Lord,October,2019,3.99,"20,000","20,000","20,000",Left Flank Games,Left Flank Games
3853,Il Sole e la Luna 2,November,2019,2.99,"20,000","20,000","20,000",UNGame Productor,UNGame Productor
3854,Draconic Echoes: The Ardent War,December,2019,4.99,"20,000","20,000","20,000",Mark Vanderploeg,Mark Vanderploeg
3855,Hero Soul: I want to be a Hero!,November,2020,9.99,"20,000","20,000","20,000",Ryan Su Games,Ryan Su Games
3856,Reverse Fantasy Legend 2,December,2019,29.99,"20,000","20,000","20,000",废材炼金术士,废材炼金术士
3857,The Shenanigans of Cherry and Trix,December,2019,7.99,"20,000","20,000","20,000",Critoniuum,Dd Games
3858,Summoner VR,December,2019,5.99,"20,000","20,000","20,000",Broadway Entertainment Group Interactive,waycoder
3859,The Winter's Deal - Frosty Edition,December,2019,4.99,"20,000","20,000","20,000",Orfeas Game Studio,Orfeas Game Studio
3860,Talshard,February,2020,7.99,"20,000","20,000","20,000",Toblue,Toblue
3861,乔乔的铁拳 Joe's Fists,April,2020,6.99,"20,000","50,000","35,000","Hangzhou Wookart Technology Co.,Ltd.","Hangzhou Wookart Technology Co.,Ltd."
3862,重生轮回/Reborn Not Again,December,2020,7.99,"20,000","20,000","20,000",HMB-Studio,HMB-Studio
3863,欢乐逗病毒TD,January,2020,0.99,"50,000","100,000","75,000",梗植工作室,梗植工作室
3864,RETRO-PIXEL COLOR PALETTE: Color by Number,January,2020,2.99,"20,000","20,000","20,000",Boogygames Studios,Boogygames Studios
3865,Furries & Scalies: Friendswood,January,2020,9.99,"20,000","20,000","20,000",Stegalosaurus Game Development,Stegalosaurus Game Development
3866,Rule The World,July,2022,0.99,"20,000","20,000","20,000","Imagine-Games, LLC","Imagine-Games, LLC"
3867,Bowmen,January,2021,0.99,"20,000","50,000","35,000","Ethereal Gem, LLC","Ethereal Gem, LLC"
3868,降神战役 -A Story of the usurpers-,March,2020,0.99,"20,000","50,000","35,000",萝莉的骑士,Lycian Studio
3869,Crypt Of Shadows,March,2020,9.99,"20,000","20,000","20,000",Out Of Focus Games,Out Of Focus Games
3870,What's Inside??,March,2020,4.99,"20,000","20,000","20,000",SukiU Games,SukiU Games
3871,Deserted,March,2021,19.99,"20,000","20,000","20,000",Zebik Media Interactive Ltd.,Zebik Media Interactive Ltd.
3872,Stealth Master,April,2020,9.99,"20,000","20,000","20,000",YAOYICHEN,YAOYICHEN
3873,Heim,December,2021,12.79,"20,000","20,000","20,000",Tom Ryckeboer,Tom Ryckeboer
3874,Amber Time [RPG],April,2020,0.99,"20,000","20,000","20,000",Aurora,Aurora
3875,My Adventure（我的冒险）,April,2020,1.99,"20,000","20,000","20,000",Small Monster Studios,Small Monster Studios
3876,Tiktalec And The Dino Moonbase,April,2020,2.99,"20,000","50,000","35,000",Playpocalypse Games,Playpocalypse Games
3877,Center2048,May,2020,3.99,"20,000","20,000","20,000",bing chi,bing chi
3878,Space War Machine,May,2020,0.99,"20,000","20,000","20,000",Keith Ty Havron,Havron Global LLC
3879,Saiku's Endless Labyrinth,May,2020,1.99,"20,000","20,000","20,000",Lone Lexi The Slow Game Dev,Lone Lexi The Slow Game Dev
3880,MonsterTerritory,May,2020,1.99,"20,000","50,000","35,000",3000White,3000White
3881,Ephemera,July,2020,7.99,"20,000","20,000","20,000",Ashley Moore,Ashley Moore
3882,Myoubouh Catcher,January,2022,11.99,"20,000","20,000","20,000",Myoubouh Corp,Myoubouh Corp
3883,Isolation Story,October,2020,9.99,"20,000","20,000","20,000",Elushis,Elushis Music & Gaming
3884,Outlast : Journey of a Gladiator,June,2020,3.99,"20,000","20,000","20,000","Sanan Ahmed, Rohan Ahmed",Sanan Ahmed
3885,Lost Ed,June,2020,1.99,"20,000","20,000","20,000","Lyniker, Developer Squad",Developer Squad
3886,Bugz!,June,2020,0.55,"20,000","50,000","35,000",Brewsterland Studios,Brewsterland Studios
3887,Galmon Folklore ~Monster Girl Galore!~,June,2020,16.99,"20,000","50,000","35,000",ミラージュブリンガー,ミラージュブリンガー
3888,Puzzle Dungeon,July,2020,2.99,"20,000","20,000","20,000",LonelyOcelot,LonelyOcelot
3889,My UnReal Pet,July,2020,8.99,"20,000","20,000","20,000",Flatworld,Flatworld
3890,Dungeon Scale,July,2020,5.99,"20,000","20,000","20,000",Midnight Fair Games,Midnight Fair Games
3891,JUST A GAME,October,2020,1.99,"50,000","100,000","75,000",可能变不可能,可能变不可能
3892,Magic Archers,July,2020,7.99,"20,000","20,000","20,000",Village People Games,Village People Games
3893,Dwarven Forge,August,2020,13.99,"20,000","20,000","20,000",Qaranzo Games,Qaranzo Games
3894,AnotherOne,November,2020,2.99,"20,000","20,000","20,000",Kamit Games,Kamit Games
3895,荒凉城市,August,2020,4.99,"20,000","20,000","20,000",FireUnraveller,FireUnraveller
3896,FarRock Dodgeball,September,2021,4.99,"20,000","20,000","20,000",Side B Gaming,Side B Gaming
3897,Kojou,February,2021,4.99,"20,000","20,000","20,000",Acureus,Acureus
3898,Ice star Chapter 2,August,2020,7.99,"20,000","20,000","20,000",Avisgames,Avisgames
3899,Dark Dealings,November,2020,3.99,"20,000","20,000","20,000",Tegridy Ltd,Tegridy Ltd
3900,Crônicas de Landulph,September,2020,9.99,"20,000","20,000","20,000",William dos Santos Emerich,William dos Santos Emerich
3901,Ungeon,October,2020,3.99,"50,000","100,000","75,000",Jonas Dall,Jonas Dall
3902,Encounter the Light / 邂逅光明,January,2021,3.99,"20,000","20,000","20,000",GuCubeStudio,GuCubeStudio
3903,Timeline Traveler II: Dream,October,2020,2.99,"20,000","20,000","20,000",Mifux Studio,Mifux Studio
3904,Lone Archer,October,2020,4.99,"20,000","20,000","20,000",Matthew Davis,Matthew Davis
3905,Fabrication,December,2020,1.99,"20,000","50,000","35,000",Harry Gill,Harry Gill
3906,Taiwan Richman,November,2020,2.99,"20,000","20,000","20,000",GGOLDBIG,IFIDEV
3907,Craft The Mapcrafter:Gathering Magic Words,April,2021,10.99,"20,000","20,000","20,000",KuroGameStudio,KuroGameStudio
3908,Devil Edge,February,2021,3.99,"20,000","20,000","20,000",BluSped,BluSped
3909,Plushie Dungeon,December,2020,0.99,"20,000","20,000","20,000",Chlebek,Chlebek
3910,The Garden of Orilon,December,2020,2.99,"50,000","100,000","75,000",EDanDan Studio,EDanDan Studio
3911,Kaverini Nuuk Adventures,May,2022,9.99,"20,000","50,000","35,000","Jared Gimbel, Kaverini Korp",Kaverini Korp
3912,Paladin's Lance,January,2021,2.99,"20,000","20,000","20,000",BrightFox,BrightFox
3913,Goblin.Life,April,2021,0,"20,000","20,000","20,000","Corporate Entity, LLC","Corporate Entity, LLC"
3914,夏日的回忆,January,2021,10.99,"20,000","50,000","35,000",Shao Lei,Shao Lei
3915,幻想啟示錄,September,2021,9.99,"20,000","20,000","20,000",微笑的貘,貘貘耕耘
3916,Starter Pack,February,2021,2.99,"20,000","20,000","20,000",Mika Pi,Mika Pi
3917,The Demon Rush: Legends Corrupt,January,2021,12.59,"20,000","20,000","20,000",Dragoon Entertainment Ltd.,Dragoon Entertainment Ltd.
3918,Blood of the Alchemists,August,2021,9.99,"20,000","20,000","20,000",Northward Games,Northward Games
3919,PetrifactionUnderRuin,February,2021,8.99,"20,000","20,000","20,000",WaterMagus,WaterMagus
3920,El Mucho,February,2022,9.99,"20,000","20,000","20,000",Andreas Dahm,Lobo Corp.
3921,Pamir Saga,February,2021,9.99,"20,000","20,000","20,000",YU JI KWANG,YU JI KWANG
3922,Knights of Riddle,February,2021,9.99,"20,000","50,000","35,000",Game Scorpion Inc.,Game Scorpion Inc.
3923,奇迹之旅,February,2021,0.99,"20,000","20,000","20,000","HANYUBO, HANYUBO","HANYUBO, HANYUBO"
3924,Mysteries of Shaola: The Cave,January,2022,9.99,"20,000","20,000","20,000",Smiling Dragon RPG Studios,Smiling Dragon RPG Studios
3925,COUNT THE DEAD,March,2021,14.99,"20,000","20,000","20,000",1081GAMES,1081GAMES
3926,Dragon Blast - Crazy Action Super Hero Game,March,2021,0.99,"20,000","20,000","20,000",Blazio Studios,UY Studios
3927,TheLastHope,August,2021,5.99,"20,000","20,000","20,000",pinheiro studio,pinheiro studio
3928,Horde Slayer,March,2021,3.99,"20,000","20,000","20,000",Wagner Rodrigues,Wagner Rodrigues
3929,Eternity Protectors,May,2021,3.99,"20,000","20,000","20,000",Underway Gaming Studio,Underway Gaming Studio
3930,BLIND QUEST - The Frost Demon,March,2021,6.99,"20,000","20,000","20,000",Associazione Audiogames,"IV Productions, Associazione Audiogames"
3931,23UL,October,2021,1.99,"20,000","20,000","20,000",M-slam,FLOR3
3932,Silver Vault,April,2021,0.99,"20,000","20,000","20,000",FrostHold Development,FrostHold Development
3933,Anti-Science Brigade,September,2021,4.99,"20,000","20,000","20,000",Terrible Human Games,Terrible Human Games
3934,Monochrome RPG Episode 1: The Maniacal Morning,November,2021,19.99,"20,000","20,000","20,000",DVNC Tech LLC,DVNC Tech LLC
3935,Find Objects,August,2021,1.99,"20,000","20,000","20,000",Boogygames Studios,Boogygames Studios
3936,G-MODEアーカイブス09 フライハイトクラウディア2,May,2021,3.49,"20,000","20,000","20,000",G-MODE,G-MODE
3937,Tactical Battle Chronicles: Prelude to a War,April,2021,14.99,"20,000","20,000","20,000",Andrew Gardner,Andrew Gardner
3938,Protoplasm-Mutiny,March,2021,0.99,"20,000","20,000","20,000",xingchunfang,xingchunfang
3939,Timothy Leary's Mind Mirror,September,2021,5.99,"20,000","20,000","20,000","Futique, Inc.",Moon Books LLC
3940,たたかえ！ハルモニア音楽隊,August,2021,11.99,"20,000","50,000","35,000",たたハル製作委員会,"たたハル製作委員会, パブリッシャー募集中"
3941,To Kill A King,June,2021,0.99,"20,000","50,000","35,000",1SiGn Games,1SiGn Games
3942,灵异AE,August,2021,0.99,"20,000","20,000","20,000",BUstation,BUstation
3943,Adventurers Guild,September,2021,4.2,"20,000","50,000","35,000",Game Delivery,Game Delivery
3944,Metal Golem: First Contact,August,2021,15.99,"50,000","100,000","75,000",Divine Vision LLC,Divine Vision LLC
3945,Arcade Boy,August,2021,0,"100,000","200,000","150,000",Edvar Studio,Edvar Studio
3946,Gedel Escape,February,2022,6.99,"20,000","20,000","20,000",Bantik Games,Bantik Games
3947,Society's Paradigms,May,2022,4.99,"20,000","20,000","20,000",Krondev Entertainment,Krondev Entertainment
3948,Pocket Mina,July,2021,4.99,"20,000","20,000","20,000",acet,acet
3949,Church of the Midnight Sailor,June,2021,9.99,"20,000","20,000","20,000",Erik Meyer,Erik Meyer
3950,Ichth.ys,May,2021,9.99,"50,000","100,000","75,000",Steganographia Games,Steganographia Games
3951,Lipstick Assassin,May,2021,0.99,"50,000","100,000","75,000","Pamela Linares, Gamma Ray Chamber",Gamma Ray Chamber
3952,Shadoworlds,January,1992,6.99,"20,000","20,000","20,000","Krisalis Software, Teque London",Ziggurat
3953,Myth of Ethary,June,2021,5.99,"20,000","20,000","20,000",Decode Soft,Decode Soft
3954,Metal Faith,August,2021,9.99,"20,000","50,000","35,000",Youth Game,Youth Game
3955,"There May Be Ninety-Nine Of Us, But We Have To Win In Ninety-Nine Turns!",July,2021,3.99,"20,000","20,000","20,000",Cannibal Interactive,Cannibal Interactive
3956,奥术卡牌,June,2022,2.99,"20,000","20,000","20,000",HAN YU BO,HAN YU BO
3957,Color by Number - Medieval Portrait,August,2021,1.99,"20,000","20,000","20,000",Boogygames Studios,Boogygames Studios
3958,Alphabetical Order,September,2021,1.99,"20,000","20,000","20,000",PI.NNY,PI.NNY
3959,Dalruan: World of Magic,September,2021,9.99,"20,000","20,000","20,000",UltraPwned Gaming,UltraPwned Gaming
3960,24世纪后,September,2021,0.99,"20,000","50,000","35,000",孤单工作室,孤单工作室
3961,玄龙山,December,2021,8.99,"20,000","20,000","20,000",Venter,Venter
3962,Purify,November,2021,5.99,"20,000","20,000","20,000",EI,EI
3963,Asdivine Saga,September,2021,14.99,"20,000","20,000","20,000",Exe Create Inc.,KEMCO
3964,Legends of Murder Collection,October,2021,6.99,"50,000","100,000","75,000",Softdisk Publishing,Ziggurat
3965,Dreams Of The Elements,October,2021,4.99,"20,000","20,000","20,000","Nicholas Stephens, Crusader's Fellowship",Crusader's Fellowship
3966,Old Gods,May,2022,5.99,"50,000","100,000","75,000",Poison Dart Frog,Poison Dart Frog
3967,Tales from Ahrum,October,2021,1.99,"20,000","20,000","20,000",Marcos S Junqueira,Marcos S Junqueira
3968,Eternal night,October,2021,4.3,"20,000","20,000","20,000",Mango tea,Mango tea
3969,The Tainted,November,2021,8.99,"20,000","20,000","20,000",Chris D Herring,Chris D Herring
3970,Miasma 2: Freedom Uprising,December,2021,2.99,"100,000","200,000","150,000",ESP Games,David Addis
3971,生化迷城,November,2021,0.99,"20,000","20,000","20,000",S.H.GAMES,S.H.GAMES
3972,Neverspring Chronicles,November,2021,2.99,"20,000","20,000","20,000",Durance Gaming,Durance Gaming
3973,Timmy the Tiger's Big Adventure,November,2021,1.99,"20,000","20,000","20,000",Joseph Dalman,Joseph Dalman
3974,MONSTER X,November,2021,0.99,"20,000","20,000","20,000",QI,QI
3975,Kill The Monster Z,November,2021,0.99,"20,000","20,000","20,000",THETABLE Z,THETABLE Z
3976,Sidequest,November,2021,14.99,"20,000","20,000","20,000",Angry-fromun,Angry-fromun
3977,Zombie Quest,December,2021,19.99,"20,000","20,000","20,000","Adrian Aksan, Benjamin Paduch",Double A Studios
3978,Color by Number - Monster Heroes,December,2021,0.49,"20,000","20,000","20,000",Boogygames Studios,Boogygames Studios
3979,Sorcerer's Tournament,December,2021,7.99,"20,000","20,000","20,000",Adam Avramov,Adam Avramov
3980,Ambition,January,2022,0.99,"20,000","20,000","20,000",ChenZhiyu,ChenZhiyu
3981,PRINCESS,January,2022,9.99,"20,000","20,000","20,000",DV,David Vecchione
3982,Underground escape 地底逃生,January,2022,0.99,"20,000","20,000","20,000",dongxujuan,dongxujuan
3983,The Vision Of The Ant,January,2022,9.99,"20,000","20,000","20,000",Xeaker,Xeaker
3984,镜世界,January,2022,7.99,"20,000","20,000","20,000","阿萌, 不可食用墨汁, A.D.I.N.A, Neon",无意义工作室
3985,Anges & Gardiens - Journey to the Center of the Earth,January,2022,2.99,"20,000","20,000","20,000",MacGuyold,MacGGames
3986,NMDC,June,2022,8.99,"50,000","100,000","75,000",Paper Crown Studio,Paper Crown Studio
3987,Witches of the Fourth Multiplayer,March,2022,4.99,"200,000","500,000","350,000","Flgaming, Fareed",Fareed Flgaming
3988,赋灵牌,January,2022,7.99,"20,000","20,000","20,000",WHITE CORNER,WHITE CORNER
3989,The Great War of Jorth,February,2022,4.99,"20,000","50,000","35,000",The Magician (Jason Gale),"Pamela Gale, Workingman Productions (Tyler Workman)"
3990,Child of Hope,May,2022,4.68,"20,000","20,000","20,000",Zenith Games,Zenith Games
3991,Light Crawler,February,2022,3.99,"20,000","20,000","20,000","Craig Beeson, Jonny Vorderkunz",Craig Beeson
3992,小艺的异世界冒险-Xiao Yi's strange world adventure,February,2022,0.99,"20,000","20,000","20,000",葡萨工作室,葡萨工作室
3993,OrcVsUndead,February,2022,0.99,"20,000","20,000","20,000",AlienStudio,AlienStudio
3994,Hero for Hire,March,2022,3.99,"20,000","20,000","20,000",Sławomir Kmiecik,Sławomir Kmiecik
3995,Sel Quinta - The Six City Quest,March,2022,10.99,"20,000","20,000","20,000",BWI Games,BWI Games
3996,Green Alert,March,2022,1.99,"20,000","20,000","20,000",Sagered Games,Sagered Games
3997,Xpraize Beta,May,2022,14.99,"20,000","20,000","20,000",RedefineArts.Inc,RedefineArts.Inc
3998,MindSweeper,April,2022,9.99,"20,000","20,000","20,000",SwayBoo,SwayBoo
3999,admeowture,April,2022,5.99,"20,000","20,000","20,000",茄猫,茄猫
4000,Escape from Deathmark Dungeon,April,2022,0,"20,000","20,000","20,000",Matt Lloyd,Matt Lloyd
4001,Blind wizard's assistant,June,2022,4.99,"20,000","20,000","20,000",Smakit games,Smakit games
4002,Rocco's Inferno,April,2022,2.99,"20,000","20,000","20,000",Pupil 19 Studios,Pupil 19 Studios
4003,Roly Poly,April,2022,11.99,"20,000","20,000","20,000",echomune,echomune
4004,Emperial Knights,April,2022,9.99,"20,000","20,000","20,000",Yacine Kalache,Yacine Kalache
4005,Askaya: Remnants of Ajuna,June,2022,14.99,"20,000","20,000","20,000",Lama glama Game Company,Lama glama Game Company
4006,Creature Hunter,May,2022,7.99,"20,000","50,000","35,000",Perg Valley,Perg Valley
4007,Abyss King,May,2022,10.99,"20,000","20,000","20,000",Long Pot,Long Pot
4008,Travel of Heros,May,2022,29.99,"20,000","20,000","20,000",晶莹工作室,晶莹工作室
4009,Infinite Links,May,2022,14.99,"20,000","20,000","20,000",Exe Create Inc.,KEMCO
4010,The FED,May,2022,8.99,"20,000","20,000","20,000",Britnet Media,Britnet Media
4011,Soulbaby: Remastered,September,2022,15.99,"20,000","20,000","20,000","Lucid Egg, Darion McCoy",Lucid Egg
4012,Volvalis,May,2022,9.99,"20,000","20,000","20,000",DaveighSoft,"Magistrar Studios, Indirect Stress Entertainment, Escher Shadow Pictures"
4013,That Which Was Lost,July,2022,6.99,"20,000","20,000","20,000",Anima Games,Anima Games
4014,Hearts United,August,2022,6.99,"20,000","20,000","20,000",Zenith Games,Zenith Games
4015,虚幻宇宙：重启,May,2022,5.99,"20,000","50,000","35,000",云瑞同志,云瑞同志
4016,Jacob Larkin's Wild Europe,May,2022,4.99,"20,000","20,000","20,000",Daye Star Productions,Daye Star Productions
4017,Midnight Renegade: Recollections,June,2022,0,"20,000","20,000","20,000",UltimaMaxima,UltimaMaxima
4018,Blade Bros IMPACT!,September,2022,1.99,"20,000","20,000","20,000",Luftmensch,Luftmensch
4019,Heroes of Time 2 - Aizack's Return,September,2022,4.99,"20,000","50,000","35,000",Metthink,Metthink Productions
4020,开路先锋S:Open Road First Front S,July,2022,0.99,"20,000","20,000","20,000",开路先锋工作室,开路先锋工作室
4021,Mea`s saifu collection party,July,2022,8.99,"20,000","20,000","20,000",meaworks,meaworks
4022,Binary: A Puzzling Platformer,July,2022,9.99,"20,000","20,000","20,000","Arkantanium, L.L.C.","Arkantanium, L.L.C."
4023,亂噏三國,August,2022,6.79,"20,000","20,000","20,000",smallerOR,NOARON
4024,Oblige Of CHAOS,August,2022,19.99,"20,000","20,000","20,000",MaaSA91,MaaSA91
4025,LO FI - A YEAR TO FULFILL MY DREAM.mp3,September,2022,6.99,"20,000","20,000","20,000","Ponpipaipidupi, Saukutsuki, Chin_719, Wu_JoJo",Rotating Gear Studio
4026,Fairy Elements,August,2022,14.99,"20,000","20,000","20,000",Exe Create Inc.,KEMCO
4027,The Birthday,September,2022,4.29,"20,000","20,000","20,000",孔隆誕,孔隆誕
4028,狠斗篮球,September,2022,1.99,"20,000","20,000","20,000",魔导力科技,魔导力科技
4029,王子斗恶龙2 Prince fighting dragon 2,September,2022,0.99,"20,000","20,000","20,000",杨君朝,杨君朝
4030,A More Beautiful World - A Kinetic Visual Novel,September,2018,19.99,"20,000","20,000","20,000",Afterthought Studios,Sekai Project
4031,Teratini VR,December,2016,9.99,"20,000","20,000","20,000",Shiny Moss,Shiny Moss
4032,Tower in the Sky : Tactics Edition,May,2017,9.99,"20,000","20,000","20,000",Three Brothers Games,Three Brothers Games
4033,Aperion Cyberstorm,February,2018,10.99,"20,000","20,000","20,000",aPriori Digital,aPriori Digital
4034,Through The Dark: Prologue,May,2017,9.99,"20,000","20,000","20,000",6waves,6waves
